"geoid","temp","rh","wbt"
"35029",29.1,36.3,66.2
"35031",24,35,58.5
"35033",21.2,51.9,59
"35035",25.8,43,63.6
"35037",28.4,44.4,67.9
"35039",23.2,38.2,58.3
"35041",26,50.3,66
"35043",23,41.4,59
"35045",27.4,29.2,61.2
"35047",22.6,49.9,60.7
"35049",24.1,43.2,61.1
"35051",23.3,45.8,60.6
"35053",24.2,41.5,60.8
"35055",21.7,43.5,57.6
"35057",23.4,45.5,60.7
"35059",23.4,50.3,62
"35061",27.8,35.6,64.1
"36001",21.2,82.6,66.2
"36003",19.9,81.2,63.6
"36005",24.1,81.5,71
"36007",19.8,83.6,64
"36009",19.5,81.2,63
"36011",20.2,81.1,64.1
"36013",20.2,81.7,64.3
"36015",20.6,80.7,64.7
"36017",19.6,83.2,63.6
"36019",19,77.5,61.3
"36021",21.1,83,66.1
"36023",19.6,83.2,63.6
"36025",19.5,82.9,63.3
"36027",22.4,82.2,68.2
"36029",20.5,81.5,64.8
"36031",16.1,83.7,57.6
"36033",18.2,80.3,60.5
"36035",19.7,83.3,63.8
"36037",21,79.1,65.1
"36039",20.9,82.7,65.7
"36041",17.2,83.9,59.5
"36043",19.8,84,64.1
"36045",21.2,77.8,65.1
"36047",24.7,79,71.4
"36049",18.9,83.3,62.4
"36051",19.9,81.2,63.6
"36053",19.5,83.5,63.5
"36055",20.3,85.5,65.3
"36057",19.9,84,64.3
"36059",22.3,89.8,69.8
"36061",24.7,79,71.4
"36063",21.9,78.8,66.6
"36065",19.8,84,64.1
"36067",20.9,83.3,65.9
"36069",21,80,65.3
"36071",22.8,80.2,68.4
"36073",21.5,81.3,66.4
"36075",20.9,83.3,65.9
"36077",20,83.9,64.4
"36079",22.7,81.1,68.5
"36081",24.7,79,71.4
"36083",19.7,83.7,63.9
"36085",22.6,89,70.2
"36087",23.7,79,69.7
"36089",18.5,80.8,61.1
"36091",20.2,82.7,64.5
"36093",21.2,82.6,66.2
"36095",19.5,83.7,63.5
"36097",20.8,79.7,64.9
"36099",21.2,80.7,65.8
"36101",20.3,80.7,64.2
"36103",21.8,90.8,69.2
"36105",21.3,81.3,66.1
"36107",20.7,81.8,65.2
"36109",20.6,80.7,64.7
"36111",21.8,81.4,67
"36113",19.2,82.4,62.7
"36115",20.1,82.8,64.4
"36117",21.1,82.9,66.1
"36119",23.3,82.9,69.9
"36121",19.9,79.6,63.3
"36123",20.9,80.6,65.2
"37001",26.4,72.2,72.6
"37003",26.3,71,72.1
"37005",22.9,72.7,66.8
"37007",27.3,72,74.1
"37009",20,79.8,63.5
"37011",20,79.8,63.5
"37013",26.5,82.5,75.4
"37015",26.6,80.7,75.1
"37017",26.9,80,75.5
"37019",26.7,84.5,76.3
"37021",20.1,79.8,63.7
"37023",26.3,71.1,72.2
"37025",26.8,71.9,73.2
"37027",24.8,71.4,69.7
"37029",26.4,82.5,75.2
"37031",26.8,84.9,76.6
"37033",26.3,72.1,72.4
"37035",26.3,71.1,72.2
"37037",26.9,73.8,73.9
"37039",21.8,81,66.9
"37041",26.6,80.7,75.1
"37043",21.2,80.2,65.7
"37045",25.7,70.7,71
"37047",27,79.7,75.6
"37049",26.5,82.2,75.3
"37051",26.9,77,74.7
"37053",26.3,84,75.5
"37055",26.4,84.9,75.9
"37057",26.7,72.4,73.2
"37059",26.1,70.7,71.7
"37061",27,79.6,75.5
"37063",26.5,75.2,73.6
"37065",26.6,80,75
"37067",25.8,71.8,71.5
"37069",26.5,75.3,73.6
"37071",27,71.8,73.5
"37073",26.5,80.6,74.9
"37075",21.9,79.9,66.8
"37077",26.4,73.7,73
"37079",26.6,81,75.2
"37081",26,70.8,71.6
"37083",26.6,80,75
"37085",27.1,75.9,74.8
"37087",20,81.4,63.9
"37089",23,75.9,67.8
"37091",26.7,77.8,74.6
"37093",27.2,72.9,74.1
"37095",26.6,83.3,75.8
"37097",26.2,70.9,71.9
"37099",20.1,82,64.2
"37101",26.6,79.3,74.8
"37103",27,81.3,76
"37105",27.1,75.9,74.8
"37107",26.7,80.9,75.4
"37109",26.3,71.1,72.2
"37111",25.7,71.9,71.4
"37113",21.2,80.2,65.7
"37115",20.2,79.9,63.9
"37117",26.6,80.2,75
"37119",26.9,71.7,73.3
"37121",20.1,79.8,63.7
"37123",27.1,73.9,74.2
"37125",26.8,71.4,73.1
"37127",26.5,75.3,73.6
"37129",27,84.2,76.7
"37131",26.7,77.5,74.5
"37133",27.1,81.4,76.2
"37135",26.4,72.2,72.6
"37137",26.7,83.2,75.9
"37139",26.3,84,75.5
"37141",26.8,83.5,76.2
"37143",26.7,80.7,75.3
"37145",26.2,72.2,72.3
"37147",26.6,80.5,75.1
"37149",26.6,70.9,72.6
"37151",26.5,72.9,73
"37153",27.5,73.5,74.8
"37155",27.2,76.5,75.1
"37157",26.3,71.5,72.3
"37159",26.8,72.1,73.3
"37161",25.7,70.7,71
"37163",26.9,77,74.7
"37165",27.2,76.5,75.1
"37167",26.8,71.9,73.2
"37169",25.8,71.8,71.5
"37171",26,71.4,71.7
"37173",21.7,81.4,66.8
"37175",20.1,81.3,64
"37177",26.6,81.8,75.4
"37179",27.3,72,74.1
"37181",26.4,75.1,73.4
"37183",26.7,74.4,73.7
"37185",26.4,73.7,73
"37187",26.6,80.7,75.1
"37189",20,79.8,63.5
"37191",26.6,81.5,75.3
"37193",25.9,72.4,71.8
"37195",26.6,81.2,75.3
"37197",26.2,70.9,71.9
"37199",20.1,79.8,63.7
"38001",27.4,39.7,64.9
"38003",27.3,39.7,64.8
"38005",27,39.4,64.2
"38007",27.6,36.2,64
"38009",26.9,39,63.9
"38011",27.3,37.5,64
"38013",27.1,37.5,63.7
"38015",26.7,42.6,64.8
"38017",27.2,43.2,65.7
"38019",25.7,41.2,62.9
"38021",27.2,44.1,66
"38023",27.1,36,63.2
"38025",27.2,38.6,64.3
"38027",27.2,38.9,64.4
"38029",27,44.6,65.9
"38031",27.2,38.9,64.4
"38033",27.2,35.6,63.2
"38035",27.3,38.3,64.3
"38037",27.6,41,65.6
"38039",26.8,39.4,63.9
"38041",27.2,39.2,64.5
"38043",26.6,42.5,64.6
"38045",26.7,43.3,65
"38047",26.7,44.4,65.4
"38049",27.1,39.9,64.5
"38051",26.9,44.1,65.6
"38053",28.2,33.6,64
"38055",27.2,40.9,65
"38057",27.2,39.4,64.5
"38059",27.3,42.9,65.8
"38061",26.8,38.6,63.7
"38063",26.7,39.4,63.8
"38065",27.1,41.4,65
"38067",27,39,64.1
"38069",26.9,39.6,64.1
"38071",26.4,40.4,63.7
"38073",27.1,44.7,66
"38075",27.2,39.4,64.5
"38077",27.5,44.9,66.7
"38079",26.1,38.4,62.6
"38081",27.1,45.2,66.2
"38083",26.6,41.6,64.3
"38085",27.9,42.9,66.7
"38087",27.1,36.9,63.5
"38089",27.3,38.2,64.3
"38091",26.8,39.4,63.9
"38093",26.8,40.2,64.2
"38095",26.1,41.2,63.5
"38097",27.5,39.4,65
"38099",27.2,39.3,64.5
"38101",26.8,40.9,64.4
"38103",27.1,40,64.6
"38105",27,36.8,63.4
"39001",24,77.2,69.8
"39003",23.6,76.5,68.9
"39005",22.4,77.3,67.1
"39007",22.2,78.6,67
"39009",24.8,73.9,70.3
"39011",23.6,76.5,68.9
"39013",23.1,73.2,67.3
"39015",24,77,69.7
"39017",23.8,78.4,69.7
"39019",23,72.6,67
"39021",23,77.4,68.1
"39023",23.1,76.4,68
"39025",24.1,77.2,70
"39027",23.8,77.5,69.5
"39029",23.2,73.2,67.4
"39031",23.3,74,67.8
"39033",22.5,77.5,67.3
"39035",22.9,77,67.8
"39037",23.8,77,69.4
"39039",23.9,75.5,69.2
"39041",22.9,76.2,67.7
"39043",23.8,77.4,69.5
"39045",23.8,74.3,68.7
"39047",23.8,75.7,69.1
"39049",23.3,74.7,68
"39051",23.7,76.4,69.1
"39053",24.8,74.5,70.5
"39055",21.9,77.2,66.2
"39057",23.7,77.2,69.3
"39059",23.8,73.1,68.4
"39061",24.7,77.7,71.1
"39063",23.3,76.8,68.5
"39065",23.5,76,68.6
"39067",23,72.6,67
"39069",23.9,75.5,69.2
"39071",23.9,76.8,69.5
"39073",23.8,74.3,68.7
"39075",23.4,72.7,67.7
"39077",23,77.9,68.2
"39079",24.8,74.5,70.5
"39081",23.4,72.8,67.7
"39083",23.3,74,67.8
"39085",22.2,78.8,67.1
"39087",24.9,75.5,70.9
"39089",23.2,75.8,68.1
"39091",23.1,76.5,68.1
"39093",22.8,78.2,68
"39095",23.5,76.4,68.7
"39097",23.8,75.7,69.1
"39099",22.1,76,66.2
"39101",23.4,76.8,68.7
"39103",22.4,76,66.8
"39105",24.8,73.9,70.3
"39107",23.6,77.1,69.1
"39109",23.3,77.2,68.6
"39111",23,75.1,67.6
"39113",23.7,77.6,69.4
"39115",23.8,73.1,68.4
"39117",23.4,76.8,68.7
"39119",23.6,72.9,68.1
"39121",23.8,73.9,68.6
"39123",23.8,77.4,69.5
"39125",24,75.9,69.5
"39127",23.8,73.7,68.6
"39129",23.8,74.6,68.8
"39131",24.1,74.9,69.4
"39133",22.2,76.1,66.4
"39135",23.7,77.6,69.4
"39137",24,76.2,69.5
"39139",22.4,77.3,67.1
"39141",24,74.6,69.1
"39143",23.7,77.1,69.2
"39145",24.9,74.5,70.7
"39147",23.3,76.8,68.5
"39149",23.7,77.2,69.3
"39151",22.4,75.2,66.6
"39153",22.3,75.9,66.6
"39155",22.1,76,66.2
"39157",22.6,74.2,66.7
"39159",23.1,75.5,67.8
"39161",23.5,77.3,69
"39163",23.9,74.5,69
"39165",23.8,77.5,69.5
"39167",23.9,75.1,69.1
"39169",22.4,76,66.8
"39171",23,77.1,68
"39173",23.6,76.2,68.9
"39175",23.4,76.8,68.7
"40001",25.9,74.5,72.4
"40003",29.2,59.4,73.7
"40005",28,70.8,74.9
"40007",28,53,69.9
"40009",28.3,59,72.2
"40011",28.2,61,72.6
"40013",28.2,69.2,74.8
"40015",27.7,63.9,72.6
"40017",27.5,64.3,72.3
"40019",28.7,63.7,74.1
"40021",25.9,74.5,72.4
"40023",27.8,70.6,74.5
"40025",27.5,47.6,67.5
"40027",27.3,68.5,73.1
"40029",28,70.8,74.9
"40031",28.8,62.7,74
"40033",29.6,61.5,75
"40035",26.5,74.5,73.4
"40037",26.9,73.2,73.7
"40039",28,63,72.8
"40041",26.6,74.3,73.5
"40043",27.9,59.8,71.7
"40045",27.9,56.7,70.9
"40047",28.4,62.5,73.3
"40049",28.3,66.8,74.3
"40051",27.7,66.8,73.4
"40053",28.6,61.6,73.4
"40055",29.2,58.1,73.3
"40057",29.4,57.4,73.5
"40059",28.5,55.8,71.5
"40061",27.3,73.7,74.5
"40063",27.7,72.2,74.8
"40065",29.7,59.6,74.6
"40067",28.8,64.8,74.6
"40069",28.3,69.8,75.2
"40071",27.7,65.5,73
"40073",28.2,64.3,73.5
"40075",28.4,60.6,72.8
"40077",26.9,72.8,73.6
"40079",26.5,74.8,73.5
"40081",27.4,70.9,74
"40083",28.1,67.9,74.3
"40085",29.2,61.4,74.3
"40087",27.7,66.8,73.4
"40089",27.5,76.8,75.7
"40091",27.5,73,74.7
"40093",28.6,58.8,72.6
"40095",29,65.9,75.3
"40097",26.6,74.2,73.5
"40099",28.7,64.1,74.3
"40101",27.4,73.6,74.7
"40103",27.6,66.2,73
"40105",26.6,74.6,73.6
"40107",27.2,72.2,74
"40109",27.5,68,73.3
"40111",27.4,73.9,74.7
"40113",26.8,74.6,73.9
"40115",26.5,74.6,73.4
"40117",27.3,71.9,74
"40119",27.6,70.2,74.1
"40121",26.9,72.8,73.6
"40123",27.4,67.5,73
"40125",27,69.8,73
"40127",26.9,73,73.7
"40129",28,60.6,72.1
"40131",27.2,74.2,74.5
"40133",27.3,72.2,74.1
"40135",26.1,73.9,72.5
"40137",28.4,63.3,73.5
"40139",28.1,50.1,69.2
"40141",29.4,59.9,74.2
"40143",27.2,74.7,74.6
"40145",27.3,74.1,74.6
"40147",27.2,74.9,74.7
"40149",28.1,59.4,71.9
"40151",28.7,57.9,72.5
"40153",28.2,57.9,71.7
"41001",23,31.2,55.9
"41003",18.1,74.4,59.1
"41005",17.3,74.1,57.6
"41007",15.2,84.1,56.1
"41009",16.5,80.2,57.5
"41011",15.7,87.6,57.7
"41013",22.2,34.9,55.9
"41015",18.8,66.1,58.4
"41017",21.4,41.6,56.7
"41019",19.9,64.4,59.9
"41021",26.4,28.2,59.5
"41023",21.3,36.1,55
"41025",24,28.6,56.4
"41027",18.1,67.6,57.6
"41029",21.5,57.4,60.8
"41031",17.9,48.3,53
"41033",20.4,59.3,59.5
"41035",20.9,39.8,55.4
"41037",23.8,28.2,56
"41039",18.9,69.5,59.3
"41041",13.8,94.7,55.7
"41043",18.1,69.5,58
"41045",31,21.8,62.7
"41047",20.3,69.2,61.6
"41049",29.3,22.9,61.1
"41051",20.2,70.1,61.7
"41053",20.3,69.2,61.6
"41055",25.5,34.5,60.5
"41057",14.4,93.4,56.5
"41059",27.8,24.1,59.7
"41061",23.6,29,56
"41063",23.4,34.8,57.6
"41065",22.6,38.1,57.4
"41067",20.2,70.1,61.7
"41069",22.5,37.7,57.2
"41071",19.6,71,60.9
"42001",24.4,72.8,69.4
"42003",23.5,71.5,67.5
"42005",22.2,75,66.2
"42007",23.5,71.5,67.5
"42009",23.5,68.7,66.9
"42011",23.8,77.1,69.4
"42013",21.3,74.8,64.6
"42015",21,82,65.7
"42017",24.2,78.1,70.3
"42019",22.2,75,66.2
"42021",22.5,70.8,65.7
"42023",21,78.2,64.9
"42025",21.3,79.2,65.6
"42027",21.2,77.9,65.1
"42029",24.9,77.2,71.3
"42031",22.1,76.2,66.3
"42033",21.5,76.7,65.4
"42035",21.1,78.2,65
"42037",21.8,79.4,66.5
"42039",21.7,76.5,65.7
"42041",24.4,72.8,69.4
"42043",23.9,75.5,69.2
"42045",24.9,77.2,71.3
"42047",20.5,77.9,63.9
"42049",21.9,82.5,67.4
"42051",23,74.4,67.4
"42053",20.8,79.9,64.9
"42055",23.5,69.7,67.1
"42057",24.5,67.2,68.1
"42059",23.1,73.4,67.3
"42061",22.9,72.3,66.7
"42063",22.7,74.8,67
"42065",21.1,78.5,65.1
"42067",23.3,74.3,67.9
"42069",21.5,81.1,66.4
"42071",23.9,76.4,69.4
"42073",23.1,72.9,67.2
"42075",23.9,76.4,69.4
"42077",23.7,77.5,69.3
"42079",21.7,80.3,66.6
"42081",21.8,78.4,66.3
"42083",19.6,81.1,63.1
"42085",21.8,76.9,65.9
"42087",23.3,74.3,67.9
"42089",22.3,80.8,67.7
"42091",24.9,77.2,71.3
"42093",22.8,78,67.9
"42095",22.7,79.7,68.1
"42097",22.8,78,67.9
"42099",24.2,73.9,69.3
"42101",24.8,78.1,71.4
"42103",21.5,81.3,66.4
"42105",19.3,79.8,62.3
"42107",23.1,76.6,68.1
"42109",23,76.3,67.9
"42111",21.2,73.6,64.2
"42113",21.3,81.5,66.1
"42115",20.2,83.3,64.6
"42117",20.3,80.7,64.2
"42119",21.9,78.2,66.4
"42121",21.8,76.9,65.9
"42123",20.5,80.2,64.5
"42125",23.9,69.6,67.7
"42127",20.5,82.6,65
"42129",21.6,74.8,65.1
"42131",21.7,80.3,66.6
"42133",24.1,74.9,69.4
"44001",22.1,86.5,68.7
"44003",22.4,86.4,69.2
"44005",22.1,86.5,68.7
"44007",22.4,86.4,69.2
"44009",22.4,86.1,69.1
"45001",27.2,73.7,74.4
"45003",27.7,73.1,75
"45005",27.6,79.2,76.5
"45007",27.1,73.5,74.1
"45009",27.4,79,76.1
"45011",28,75.1,76.1
"45013",27.4,84,77.4
"45015",27.4,82.4,77
"45017",27.7,74.7,75.5
"45019",27.4,82.4,77
"45021",27,72.2,73.6
"45023",27,71.6,73.5
"45025",27.8,72,74.9
"45027",27.5,78,76
"45029",27.6,81.2,77
"45031",27.5,77.1,75.8
"45033",27,80,75.6
"45035",27.5,82,77
"45037",27.9,72.5,75.2
"45039",27.4,73,74.5
"45041",27.4,77.8,75.8
"45043",27,83.6,76.6
"45045",26.7,72.4,73.2
"45047",27.3,71.8,74
"45049",27.6,79.2,76.5
"45051",27,79.9,75.6
"45053",27.5,81.2,76.8
"45055",28,68.8,74.4
"45057",27.8,70.5,74.5
"45059",27.1,72.5,73.9
"45061",27.9,72.8,75.3
"45063",27.7,72.6,74.9
"45065",27.6,74.5,75.2
"45067",27.2,78.8,75.7
"45069",27.4,74.4,74.9
"45071",27.6,72.5,74.7
"45073",26.6,73.4,73.3
"45075",27.4,79,76.1
"45077",25.8,73.4,71.9
"45079",27.8,73.3,75.3
"45081",27.5,70,73.9
"45083",27.2,71.8,73.9
"45085",28.1,71.8,75.4
"45087",27.2,71.3,73.7
"45089",27.1,79.4,75.7
"45091",27,71.8,73.5
"46003",27.6,51.8,69
"46005",26.5,53.1,67.6
"46007",26.1,49.1,65.8
"46009",26.5,58.1,69
"46011",25.3,53.2,65.8
"46013",27.9,45.8,67.6
"46015",27.6,52,69
"46017",27,50.6,67.7
"46019",27.8,39.8,65.5
"46021",27.4,46,66.9
"46023",27.2,54,69
"46025",25.9,54.2,67
"46027",26.1,58.3,68.4
"46029",25,54,65.5
"46031",28,43.5,67
"46033",26.5,42.2,64.4
"46035",27.5,53,69.2
"46037",26.7,48.1,66.5
"46039",25.2,52,65.3
"46041",28.1,45.3,67.7
"46043",26.9,54.5,68.6
"46045",27,46.6,66.5
"46047",27.7,43,66.4
"46049",27.2,47.4,67
"46051",25.1,52.4,65.2
"46053",27.4,51.7,68.6
"46055",28.6,43.2,67.8
"46057",25.2,54.7,66
"46059",27.7,48.2,68
"46061",27.5,53,69.2
"46063",27.5,38.2,64.6
"46065",28.2,48.2,68.8
"46067",26.4,56.4,68.4
"46069",27.9,48.4,68.4
"46071",28.6,44.9,68.4
"46073",26.9,52.9,68.2
"46075",28.5,46.6,68.8
"46077",26.1,54.6,67.4
"46079",26.2,54.4,67.5
"46081",21.1,47.1,57.6
"46083",26.2,58.3,68.6
"46085",28.3,49.6,69.4
"46087",26,55.5,67.5
"46089",27,45.6,66.2
"46091",27.5,45.2,66.8
"46093",28.6,39.9,66.7
"46095",27.8,48.8,68.4
"46097",26.1,54.6,67.4
"46099",26,55.5,67.5
"46101",25.5,56.7,67
"46102",28.6,42.9,67.7
"46103",28.8,41,67.4
"46105",27.8,40,65.6
"46107",27.2,47.4,67
"46109",26.3,50.1,66.4
"46111",27.5,52,68.9
"46115",27.7,49,68.3
"46117",28.4,45.6,68.3
"46119",27.5,47.2,67.4
"46121",26.6,53,67.7
"46123",27.7,51.4,69
"46125",26.5,57.7,68.9
"46127",26.4,58.1,68.8
"46129",27.4,46,66.9
"46135",26.9,56.6,69.2
"46137",28.4,42.9,67.4
"47001",25.2,74.3,71.1
"47003",25.7,76.4,72.5
"47005",26.5,78.6,74.4
"47007",25,76.5,71.3
"47009",21.9,79.9,66.8
"47011",24.3,77.3,70.3
"47013",24,77.2,69.8
"47015",25.7,76.2,72.4
"47017",26.5,76.7,73.9
"47019",20,80.1,63.6
"47021",26.1,77,73.3
"47023",26.8,77.5,74.7
"47025",24,76.8,69.7
"47027",25.3,78.3,72.3
"47029",20.9,79.5,65
"47031",25.6,76.7,72.4
"47033",27,76,74.6
"47035",24.1,77.8,70.1
"47037",26.4,74.5,73.2
"47039",26.1,79.3,73.9
"47041",25.6,77,72.5
"47043",26.1,77,73.3
"47045",27.5,75.6,75.4
"47047",26.7,78.2,74.7
"47049",24.9,77.1,71.3
"47051",24.9,77.7,71.5
"47053",26.7,77.6,74.5
"47055",25.6,77.3,72.6
"47057",25.3,73.5,71.1
"47059",24.6,73.7,69.9
"47061",24.3,77.2,70.3
"47063",25.3,74.1,71.2
"47065",25.3,75.1,71.5
"47067",24.5,73.6,69.7
"47069",26.8,77.6,74.7
"47071",26.8,77.7,74.7
"47073",24.5,73.6,69.7
"47075",26.8,77.2,74.6
"47077",26.7,77.8,74.6
"47079",26.8,77.1,74.6
"47081",25.6,77.3,72.6
"47083",26,78.5,73.5
"47085",26.5,78.6,74.4
"47087",25.3,78.3,72.3
"47089",25.3,74.1,71.2
"47091",21.8,77.4,66.1
"47093",25.2,74.3,71.1
"47095",27.4,75.5,75.2
"47097",27,76,74.6
"47099",25.7,77,72.6
"47101",25.6,77.8,72.7
"47103",25.6,77,72.5
"47105",25.3,74,71.2
"47107",26.1,74.7,72.7
"47109",26.8,77.1,74.6
"47111",26.1,76.7,73.3
"47113",26.7,77.8,74.6
"47115",25,76.6,71.3
"47117",25.7,76.3,72.5
"47119",25.6,77.3,72.6
"47121",26.1,73.5,72.4
"47123",24.3,77.5,70.4
"47125",26.1,77,73.3
"47127",25.6,77,72.5
"47129",24,77.8,69.9
"47131",26.8,77.5,74.7
"47133",24.9,77.1,71.3
"47135",26.1,79.5,74
"47137",24,77.7,69.9
"47139",24.4,77.3,70.5
"47141",24.2,77.5,70.2
"47143",24.2,77.1,70.1
"47145",25.1,75.3,71.2
"47147",26.2,76,73.2
"47149",25.7,76.4,72.5
"47151",24.6,77.7,70.9
"47153",25,76.5,71.3
"47155",20.1,81.4,64
"47157",27.3,75,74.9
"47159",26.1,77.1,73.4
"47161",26.6,77.9,74.4
"47163",23.6,75.2,68.6
"47165",26.4,75,73.3
"47167",27.4,76.7,75.5
"47169",26.1,76.7,73.3
"47171",20.8,80.2,65
"47173",25.3,73.6,71.1
"47175",24.1,77.7,70.1
"47177",24.2,77.3,70.2
"47179",24.4,75.5,70
"47181",25.7,77.2,72.7
"47183",26.7,77.6,74.5
"47185",25.6,77,72.5
"47187",26.3,75.3,73.2
"47189",26.3,75.9,73.4
"48001",28,74.9,76
"48003",27.7,49.1,68.3
"48005",28.2,76.7,76.9
"48007",28.6,84.1,79.5
"48009",30.1,58.1,74.8
"48011",26.7,54.6,68.3
"48013",28.9,71.8,76.7
"48015",28.2,77.2,77
"48017",26.2,53.5,67.3
"48019",26.7,67.9,72
"48021",28.8,69.8,76
"48023",29.7,57.9,74.1
"48025",28,77.2,76.6
"48027",29.1,67.1,75.8
"48029",28.4,69,75.1
"48031",28.1,66.4,73.9
"48033",27.6,57.8,70.7
"48035",29.6,65.1,76
"48037",27.5,75.8,75.4
"48039",28.1,83.7,78.5
"48041",29,72.3,77
"48043",25.3,45.8,63.7
"48045",27.1,56.2,69.4
"48047",28.8,75.9,77.7
"48049",29.1,57.7,73.1
"48051",28.3,75.1,76.6
"48053",28.3,65.1,73.9
"48055",29,71.3,76.8
"48057",28.1,85.3,78.9
"48059",28.1,59.4,71.9
"48061",28.7,79.3,78.4
"48063",27.8,75.1,75.7
"48065",26.5,55.2,68.2
"48067",27.7,75.1,75.6
"48069",25.8,55.8,67.3
"48071",28.9,81.6,79.4
"48073",28,74.9,76
"48075",29.7,56.5,73.7
"48077",29.9,59.1,74.8
"48079",26.5,51.9,67.3
"48081",28.1,57.3,71.3
"48083",28.6,57.1,72.1
"48085",29.7,60.9,75
"48087",27.8,58.5,71.2
"48089",27.8,82.7,77.7
"48091",28.3,69.7,75.1
"48093",28.8,62.4,73.9
"48095",28.5,57.5,72
"48097",29.3,60.6,74.2
"48099",29,64.5,74.9
"48101",29.3,54.6,72.5
"48103",29.5,47.1,70.4
"48105",28.4,51.5,70.1
"48107",27.1,55.9,69.4
"48109",29.8,39.4,68.3
"48111",27.2,49.2,67.6
"48113",30,60.9,75.5
"48115",27.4,54.2,69.3
"48117",26,55.7,67.5
"48119",28,69.6,74.6
"48121",29.7,62.4,75.4
"48123",28.2,76.3,76.7
"48125",27.6,56.8,70.4
"48127",30.5,59.4,75.8
"48129",26.6,58.6,69.3
"48131",28.1,72.8,75.6
"48133",28.6,59.8,72.9
"48135",28.8,46.3,69.1
"48137",29,54.6,72
"48139",29.8,65,76.3
"48141",27.9,40.4,65.9
"48143",29,60.7,73.8
"48145",28.8,72.3,76.7
"48147",28.5,67.3,74.8
"48149",28.1,76.4,76.6
"48151",28.9,56.7,72.5
"48153",27,56.9,69.5
"48155",29.7,55,73.2
"48157",28.2,80.9,78
"48159",27.8,75.1,75.7
"48161",28.2,74.5,76.3
"48163",29.1,67.9,76
"48165",27.5,51,68.6
"48167",28.8,82.3,79.4
"48169",27.4,57.9,70.4
"48171",26.7,66.7,71.7
"48173",28.3,53.2,70.5
"48175",28,81.9,77.9
"48177",28.4,74.7,76.7
"48179",26.5,55.2,68.2
"48181",29.7,61.9,75.3
"48183",28,74.7,76
"48185",29,72.3,77
"48187",28.9,71.9,76.7
"48189",27.1,56.5,69.5
"48191",29.3,55.9,72.9
"48193",28.6,63.5,73.9
"48195",27.5,52.4,69
"48197",29.4,56.6,73.2
"48199",28.1,80.5,77.7
"48201",28.6,78.1,77.9
"48203",27.7,75.9,75.8
"48205",27.2,49.7,67.7
"48207",29.3,56.3,73
"48209",28.5,68.3,75.1
"48211",27.7,59.2,71.2
"48213",28.2,73.9,76.1
"48215",28.8,75.4,77.5
"48217",29.4,65.6,75.8
"48219",27.2,54,69
"48221",29,64.3,74.8
"48223",28.1,69.1,74.6
"48225",28,75.8,76.3
"48227",27.7,55.5,70.2
"48229",28.3,38.4,65.8
"48231",28.8,67.7,75.4
"48233",27.8,51.8,69.3
"48235",28.5,55.7,71.5
"48237",30.3,56.2,74.5
"48239",27.9,83.2,78
"48241",28,81.2,77.7
"48243",24.3,45.8,62.1
"48245",28.1,85.2,78.9
"48247",28.7,72.1,76.5
"48249",28.3,77.5,77.2
"48251",29.6,63.4,75.5
"48253",29.7,54.8,73.2
"48255",28.2,75.5,76.5
"48257",29.9,62.3,75.7
"48259",26.9,69.8,72.8
"48261",28.5,80.9,78.5
"48263",29.2,55.4,72.5
"48265",26.2,66.7,70.8
"48267",27.8,60.8,71.9
"48269",29.5,56.1,73.2
"48271",30.5,53.7,74.1
"48273",28.4,79,77.8
"48275",29.5,56.1,73.2
"48277",27.9,70.3,74.6
"48279",27.2,54,69
"48281",28.7,63.4,74.1
"48283",29.7,67.4,76.8
"48285",28,77.5,76.7
"48287",28.6,73,76.5
"48289",28.2,74.7,76.3
"48291",28.3,79.3,77.7
"48293",28.8,68.3,75.6
"48295",27.4,56,69.9
"48297",28.6,74.3,76.9
"48299",28.3,65.7,74
"48301",30.5,38.8,69.1
"48303",26.6,54.8,68.2
"48305",27.2,55.4,69.4
"48307",29.1,57.5,73
"48309",28.8,68.3,75.6
"48311",28.9,71.8,76.7
"48313",28.5,73.5,76.5
"48315",27.8,77.2,76.3
"48317",28.3,54.1,70.7
"48319",27.3,63.8,71.9
"48321",28,85.3,78.8
"48323",30.7,56.1,75.1
"48325",28.6,67.8,75.1
"48327",28.4,57.7,71.9
"48329",28.6,51.7,70.5
"48331",29,70.9,76.6
"48333",28.1,62.7,72.9
"48335",28.1,57.6,71.4
"48337",30,57.5,74.4
"48339",28.3,77.5,77.2
"48341",27.5,50.5,68.4
"48343",27.6,75.8,75.6
"48345",28.5,55,71.3
"48347",28,75.3,76.1
"48349",29.3,67.6,76.2
"48351",28,79.8,77.3
"48353",27.8,58.5,71.2
"48355",28.4,82.3,78.7
"48357",27.5,52.4,69
"48359",27.4,48.5,67.7
"48361",28.2,84.3,78.8
"48363",28.7,61.6,73.5
"48365",28.1,76.7,76.7
"48367",28.6,61.6,73.4
"48369",26.1,55.7,67.7
"48371",29.9,40.7,68.9
"48373",28.1,78.3,77.1
"48375",27.2,53.1,68.7
"48377",26.2,41.1,63.6
"48379",28.9,67.5,75.5
"48381",27.2,53.1,68.7
"48383",28.3,52.1,70.1
"48385",26.3,66,70.8
"48387",27.6,75.1,75.4
"48389",29.8,38.4,68
"48391",28.1,84.3,78.7
"48393",27.8,54.9,70.2
"48395",28.5,73.5,76.5
"48397",30.4,60.3,75.9
